"organization_name","title_es","title_en","summary_es","summary_en","description_es","description_en","slug","primary_category","additional_categories","keywords_es","keywords_en","languages","service_methods","cost_type","eligibility_es","eligibility_en","required_documents_es","required_documents_en","application_steps_es","application_steps_en","hours_es","hours_en","accessibility_notes_es","accessibility_notes_en","service_area_es","service_area_en","phone","sms_phone","whatsapp_phone","email","website_url","address_line_1","address_line_2","city","state","postal_code","county","latitude","longitude","source_url","is_featured","is_emergency","last_verified_at","verification_notes"
"Texas Association Against Sexual Assault","Apoyo para sobrevivientes","Survivor support","Ofrece apoyo confidencial, planificación de seguridad y recursos para sobrevivientes de violencia o agresión sexual.","Provides confidential support, safety planning, and resources for survivors of violence or sexual assault.","Ofrece apoyo confidencial, planificación de seguridad y recursos para sobrevivientes de violencia o agresión sexual.","Crisis center locator provided in website. Materials available for download: survivor guides and brochures (English and Spanish)","texas-association-against-sexual-assault-legal-and-safety-support-williamson","ayuda-legal","","apoyo|para|sobrevivientes","survivor|support","en|es","phone|online","unknown","","","","","Consulte el sitio oficial y siga el proceso de solicitud indicado.","Visit the official website and follow its application process.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","512-474-7190","","","","https://www.taasa.org/","","","","","","","","","https://www.taasa.org/","","true","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"National Sexual Assault Legal Hotline","Apoyo para sobrevivientes","Survivor support","Ofrece apoyo confidencial, planificación de seguridad y recursos para sobrevivientes de violencia o agresión sexual. Ofrece información, orientación o representación legal según el programa.","Provides confidential support, safety planning, and resources for survivors of violence or sexual assault. Provides legal information, guidance, or representation depending on the program.","Ofrece apoyo confidencial, planificación de seguridad y recursos para sobrevivientes de violencia o agresión sexual. Ofrece información, orientación o representación legal según el programa.","Provides services related to legal and safety support. Contact the organization to confirm eligibility and availability.","national-sexual-assault-legal-hotline-legal-and-safety-support-williamson","ayuda-legal","","apoyo|para|sobrevivientes|asistencia|legal","survivor|support|legal|assistance","","phone","unknown","","","","","Llame al programa para confirmar elegibilidad, disponibilidad y próximos pasos.","Call the program to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","567-742-8837","","","","","","","","","","","","","","","true","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Texas Workforce Solutions","Empleo y capacitación laboral","Employment and job training","Ofrece búsqueda de empleo, capacitación o apoyo para incorporarse a la fuerza laboral. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Provides job-search, training, or workforce-entry support. Helps with Social Security cards and benefits such as SSI, SSDI, survivor benefits, or Medicare.","Ofrece búsqueda de empleo, capacitación o apoyo para incorporarse a la fuerza laboral. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Free services and programs to assist with job search. Access to computer and telephones.","texas-workforce-solutions-education-and-employment-williamson","otros-recursos","recursos-financieros","empleo|capacitación|laboral|beneficios|seguro|social","employment|training|social|security|benefits","","phone|online","free","","","","","Comuníquese directamente con la organización para confirmar el proceso de acceso.","Contact the organization directly to confirm how to access the service.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Lee; Condado de Burnet","Williamson County; Bastrop County; Caldwell County; Fayette County; Lee County; Burnet County","844-344-2780","","","","https://wfscapitalarea.com/","","","","","","","","","https://wfscapitalarea.com/","","true","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Experience Works: Work Force Solutions","Empleo y capacitación laboral","Employment and job training","Ofrece búsqueda de empleo, capacitación o apoyo para incorporarse a la fuerza laboral. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Provides job-search, training, or workforce-entry support. Helps with Social Security cards and benefits such as SSI, SSDI, survivor benefits, or Medicare.","Ofrece búsqueda de empleo, capacitación o apoyo para incorporarse a la fuerza laboral. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Experience works helps people 55 and older earn income. Age, income, eligibility and residency requirements apply. AARP Senior Community Service Employment Program (SCSEP) provides eligible participants with on the job experience to develop, or learn new skills through paid training assignments at partnering not-for-profit and public agencies. They also provide paid “specialized training” (ST).","experience-works-work-force-solutions-education-and-employment-williamson","otros-recursos","recursos-financieros","empleo|capacitación|laboral|beneficios|seguro|social","employment|training|social|security|benefits","","in_person|phone","unknown","Personas de 55 años o más.","People age 55 or older.","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","","","","","Condado de Williamson","Williamson County","254-200-2003","","","","","300 Cheyenne Drive Killeen, TX 76542","","","TX","76542","Williamson","31.102666688651","-97.742222535786","","","true","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 300 CHEYENNE DR, KILLEEN, TX, 76542."
"GoodWill Industries of CT : Round Rock Job Center","Empleo y capacitación laboral","Employment and job training","Ofrece búsqueda de empleo, capacitación o apoyo para incorporarse a la fuerza laboral. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Provides job-search, training, or workforce-entry support. Helps with Social Security cards and benefits such as SSI, SSDI, survivor benefits, or Medicare.","Ofrece búsqueda de empleo, capacitación o apoyo para incorporarse a la fuerza laboral. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Goodwill’s Workforce Advancement program offers assistance through various programs for persons seeking entry into the workforce who have a disadvantaging condition, such as limited access to employment, education, housing or health care. Intake hours: Monday, Tuesday, Thursday 9-11:30am, 1-3pm Wednesday, Friday by appointment only","goodwill-industries-of-ct-round-rock-job-center-education-and-employment-williamson","otros-recursos","recursos-financieros","empleo|capacitación|laboral|beneficios|seguro|social","employment|training|social|security|benefits","","in_person","unknown","","","","","Llame para confirmar elegibilidad y solicitar una cita.","Call to confirm eligibility and request an appointment.","Lunes a jueves, 9:00 a.m.–4:00 p.m.; viernes solo con cita.","Monday–Thursday, 9:00 a.m.–4:00 p.m.; Friday by appointment only.","","","Condado de Williamson","Williamson County","","","","","","150 West Palm Valley Blvd. Round Rock, TX 78664","","","TX","78664","Williamson","","","https://www.goodwillcentraltexas.org/programs-and-services/find-a-job/how-to-enroll/","","true","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"GoodWill Industries of CT : Georgetown Job Center","Empleo y capacitación laboral","Employment and job training","Ofrece búsqueda de empleo, capacitación o apoyo para incorporarse a la fuerza laboral.","Provides job-search, training, or workforce-entry support.","Ofrece búsqueda de empleo, capacitación o apoyo para incorporarse a la fuerza laboral.","Intake hours: Monday 11-1pm, Wednesday 1-3:30pm, Thursday 1-4pm Tuesday and Friday by appointment only","goodwill-industries-of-ct-georgetown-job-center-education-and-employment-williamson","otros-recursos","","empleo|capacitación|laboral","employment|training","","in_person|phone","unknown","","","","","Llame para confirmar elegibilidad y solicitar una cita.","Call to confirm eligibility and request an appointment.","Lunes a jueves, 9:00 a.m.–4:00 p.m.; viernes solo con cita.","Monday–Thursday, 9:00 a.m.–4:00 p.m.; Friday by appointment only.","","","Condado de Williamson","Williamson County","512-591-7808","","","","","805 W. University Ave., Suite 127 Georgetown, TX 78626","","","TX","78626","Williamson","30.633233039789","-97.683247965121","https://www.goodwillcentraltexas.org/programs-and-services/find-a-job/how-to-enroll/","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 805 W UNIVERSITY AVE, GEORGETOWN, TX, 78626."
"Lone Star Circle of Care","Atención veterinaria","Veterinary care","Ofrece servicios veterinarios preventivos o de tratamiento para mascotas. Ofrece apoyo, actividades o navegación de servicios para adultos mayores, según el programa.","Provides preventive or treatment-oriented veterinary services for pets. Provides support, activities, or service navigation for older adults, depending on the program.","Ofrece servicios veterinarios preventivos o de tratamiento para mascotas. Ofrece apoyo, actividades o navegación de servicios para adultos mayores, según el programa. Ofrece servicios de atención primaria y otras especialidades de salud. Ofrece atención dental o ayuda para acceder a servicios dentales.","behavioral health, convenient care (minor illnesses, skin conditions, wellness, vaccinations), dental, endocrinology, family medicine, pediatrics, ObGyn, mobile mammography, pharmacy, vision, senior care, women's health services, virtual visits","lone-star-circle-of-care-health-and-personal-support-williamson","salud","","atención|veterinaria|apoyo|para|adultos|mayores|médica|dental","veterinary|care|senior|support|health|dental","","phone|online","unknown","","","","","Comuníquese directamente con la organización para confirmar el proceso de acceso.","Contact the organization directly to confirm how to access the service.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Travis","Williamson County; Bastrop County; Travis County","877-800-5722","","","","https://lonestarcares.org/","","","","","","","","","https://lonestarcares.org/","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Discount Prescription Hotline","Asistencia con medicamentos","Prescription assistance","Ofrece acceso, descuentos o ayuda económica para medicamentos recetados.","Provides access, discounts, or financial help for prescription medication.","Ofrece acceso, descuentos o ayuda económica para medicamentos recetados.","The RX Outreach national program help families can save between 20% and 40% on their prescription medication. No exam needed. Medication shipped to the home.","discount-prescription-hotline-health-and-personal-support-williamson","salud","","asistencia|medicamentos","prescription|assistance","","phone|home_visit","unknown","","","","","Llame al programa para confirmar elegibilidad, disponibilidad y próximos pasos.","Call the program to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","800-291-1206","","","","","","","","","","","","","","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"APICON Home Health","Atención médica en el hogar","Home health care","Ofrece atención o apoyo de salud en el hogar. Proporciona o vende suministros médicos y productos de cuidado personal.","Provides health care or support in the home. Provides or sells medical supplies and personal-care products.","Ofrece atención o apoyo de salud en el hogar. Proporciona o vende suministros médicos y productos de cuidado personal. Ofrece servicios de salud mental, consejería o apoyo emocional.","At home nursing care, physical therapy, home health aide, wound care services, medical social services","apicon-home-health-health-and-personal-support-williamson","salud","","atención|médica|hogar|suministros|médicos|salud|mental|consejería","home|health|care|medical|supplies|mental|counseling","","in_person|phone|home_visit","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","","","","","Condado de Williamson; Condado de Travis","Williamson County; Travis County","512-249-0899","","","","","Office: 1850 Round Rock Ave. Round Rock, TX 78681","","","TX","78681","","30.512734030626","-97.701627622339","https://bluebonnetmhmr.sharepoint.com/:w:/s/HomelessPrevention-WilliamsonCounty/IQDgCHa89OPnQJUv8dytejreASlo03BYpaGdCV4_UY6Guec?e=7HfEh9","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 1850 ROUND ROCK AVE, ROUND ROCK, TX, 78681."
"WilCo Care","Asistencia con medicamentos","Prescription assistance","Ofrece acceso, descuentos o ayuda económica para medicamentos recetados.","Provides access, discounts, or financial help for prescription medication.","Ofrece acceso, descuentos o ayuda económica para medicamentos recetados.","WilCo Care is designed to provide medical and prescription drug services for eligible, low-income Williamson County residents who don’t qualify for other state or federal health care programs.","wilco-care-health-and-personal-support-williamson","salud","","asistencia|medicamentos","prescription|assistance","","in_person|phone","unknown","Se aplican límites de ingreso del programa.","Program income limits apply.","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","","","","","Condado de Williamson","Williamson County","512-248-3252","","","","","355 Texas Ave. Round Rock, TX 78664","","","TX","78664","Williamson","30.530233945901","-97.68362483937","https://bluebonnetmhmr.sharepoint.com/:b:/s/HomelessPrevention-WilliamsonCounty/IQBBZjaL1rtBRIfEjtPAkZ9zAVztu_9KNjXL6zGlWzr6-wk?e=BCJidl","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 355 TEXAS AVE, ROUND ROCK, TX, 78664."
"Bluebonnet Trails (OSAR) Outreach, Screening, Assessment, and Referral","Tratamiento y recuperación","Treatment and recovery","Ofrece evaluación, tratamiento, recuperación o referencias relacionadas con el consumo de sustancias. Ofrece servicios de salud mental, consejería o apoyo emocional.","Provides assessment, treatment, recovery support, or referrals related to substance use. Provides mental health care, counseling, or emotional support.","Ofrece evaluación, tratamiento, recuperación o referencias relacionadas con el consumo de sustancias. Ofrece servicios de salud mental, consejería o apoyo emocional. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare. Ayuda a localizar servicios comunitarios y coordinar referencias.","Licensed staff provides assessments and referrals to those who are actively seeking substance use services and/or support. OSAR Team conducts verbal screenings to gather information pertaining to severity of use and how use has impacted day to day functioning or mental health, in order to provide appropriate referrals to recovery resources. OSAR counselors are available for additional support and case management until the individual successfully enters into their referred treatment service. For uninsured or underinsured individuals, the OSAR team can determine if you are approved for full or partial financial assistance towards your referred treatment services. Once the needs of an individual have been identified for best outcomes of their recovery, the referred services may include intensive outpatient services, residential substance use services or additional community supports.","bluebonnet-trails-osar-outreach-screening-assessment-and-referral-health-and-personal-supp","salud","recursos-financieros|otros-recursos","tratamiento|recuperación|salud|mental|consejería|beneficios|seguro|social|navegación|recursos","treatment|recovery|mental|health|counseling|social|security|benefits|resource|navigation","","phone","unknown","Puede estar dirigido a personas sin seguro o con seguro insuficiente.","May be intended for people who are uninsured or underinsured.","","","Comuníquese directamente con la organización para confirmar el proceso de acceso.","Contact the organization directly to confirm how to access the service.","","","","","Condado de Williamson","Williamson County","844-309-6385","","","","","","","","","","Williamson","","","https://bbtrails.org/substance-use-services/","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Oxford Homes","Tratamiento y recuperación","Treatment and recovery","Ofrece evaluación, tratamiento, recuperación o referencias relacionadas con el consumo de sustancias.","Provides assessment, treatment, recovery support, or referrals related to substance use.","Ofrece evaluación, tratamiento, recuperación o referencias relacionadas con el consumo de sustancias.","Sober living homes available in various locations. See website to search preferred area/availability. Most allow immediate move-in upon approval and provide grace period to find a job.","oxford-homes-community-support-williamson","salud","","tratamiento|recuperación","treatment|recovery","","online","unknown","","","","","Consulte el sitio oficial y siga el proceso de solicitud indicado.","Visit the official website and follow its application process.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","","","","","https://www.oxfordvacancies.com/?state=&county=&gender=&q=&openOnly=true&openOnly=false&sort=&dir=","","","","","","","","","https://www.oxfordvacancies.com/?state=&county=&gender=&q=&openOnly=true&openOnly=false&sort=&dir=","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Capital Area Rutal Transportation Systems (CARTS)","Apoyo de transporte","Transportation support","Ofrece transporte, coordinación de viajes o asistencia con gastos de traslado.","Provides transportation, ride coordination, or travel-expense assistance.","Ofrece transporte, coordinación de viajes o asistencia con gastos de traslado.","A reservationist will call you back within 24hrs to give you the status of your ride request. If you are needing to book your ride sooner than that please contact via phone. Reservation Center Hours are Mon-Fri 7am-4:30pm. Ride reservation is not made until a CARTS Reservationist gives you a call back to confirm the reservation. If you need to schedule a next-day ride you must schedule the ride by calling.","capital-area-rutal-transportation-systems-carts-transportation-williamson","transporte","","apoyo|transporte","transportation|support","","phone|online","unknown","","","","","Llame al programa para confirmar elegibilidad, disponibilidad y próximos pasos.","Call the program to confirm eligibility, availability, and next steps.","Centro de reservaciones: lunes a viernes, 7:00 a.m.–4:30 p.m.","Reservation center: Monday–Friday, 7:00 a.m.–4:30 p.m.","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Lee County; Burnet County; Travis County","512-478-7433","","","","https://www.ridecarts.com/","","","","","","","","","https://www.ridecarts.com/","","true","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"The Kind Clinic","Salud sexual y atención inclusiva","Sexual health and inclusive care","Ofrece servicios de salud sexual o atención inclusiva, según el programa.","Provides sexual-health services or inclusive care, depending on the program.","Ofrece servicios de salud sexual o atención inclusiva, según el programa.","HIV care, intersex care, gender-affirming care, access to medication to prevent HIV. Virtual services available. Walk-in STI testing and treatment.","the-kind-clinic-community-support-williamson","salud","","salud|sexual|atención|inclusiva","sexual|health|inclusive|care","","in_person|phone|online","unknown","","","","","Confirme el horario vigente; se aceptan visitas sin cita según disponibilidad.","Confirm current hours; walk-ins are accepted subject to availability.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","833-937-5463","","","","https://kindclinic.org/","Operates clinics in 4 locations (Austin South, Austin Koenig, San Antonio, dallas)","","","TX","","","","","https://kindclinic.org/","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Community Action for Central Texas - Adult Education","Educación para adultos","Adult education","Ofrece educación para adultos, preparación académica o desarrollo de habilidades. Ofrece búsqueda de empleo, capacitación o apoyo para incorporarse a la fuerza laboral.","Provides adult education, academic preparation, or skills development. Provides job-search, training, or workforce-entry support.","Ofrece educación para adultos, preparación académica o desarrollo de habilidades. Ofrece búsqueda de empleo, capacitación o apoyo para incorporarse a la fuerza laboral. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","The Adult Education Program offers courses tailored for adults to develop foundational educational skills, improve workplace literacy, enhance digital literacy, facilitate English language acquisition, and achieve a High School Equivalency (GED) diploma. These classes are designed to support learners in attaining essential competencies for personal development, employment, and ongoing educational opportunities. Our free, in-person and online classes include: High School Equivalency (GED preparation) in English and Spanish, English for Speakers of Other Languages (ESL), Career Training, Digital Literacy, Distance Education, College Preparation, English for Internationally Trained Professionals","community-action-for-central-texas-adult-education-education-and-employment-san-marcos","educacion","otros-recursos|recursos-financieros","educación|para|adultos|empleo|capacitación|laboral|beneficios|seguro|social","adult|education|employment|training|social|security|benefits","en|es","in_person|phone|online","free","","","","","Consulte el sitio oficial y siga el proceso de solicitud indicado.","Visit the official website and follow its application process.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Lee County; Burnet County; Travis County","737-331-0372","","","adulted@communityaction.com","https://www.communityaction.com/adulteducation","215 S. Reimer Ste 130","","San Marcos","TX","78666","","29.852272672502","-97.97683295747","https://www.communityaction.com/adulteducation","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 215 REIMER AVE, SAN MARCOS, TX, 78666."
"Airtalk Wireless","Servicio telefónico Lifeline","Lifeline phone service","Ofrece servicio telefónico mediante el beneficio federal Lifeline para personas que califican. Ofrece cuidado infantil, educación temprana o apoyo para niños y sus familias.","Provides phone service through the federal Lifeline benefit for eligible applicants. Provides child care, early education, or support for children and families.","Ofrece servicio telefónico mediante el beneficio federal Lifeline para personas que califican. Ofrece cuidado infantil, educación temprana o apoyo para niños y sus familias. Ofrece apoyo confidencial, planificación de seguridad y recursos para sobrevivientes de violencia o agresión sexual. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","A consumer can qualify for the Lifeline benefit if their income is 135% or less than the federal poverty guidelines, has no income, or if they participate in: SNAP/Food Stamps, Medicaid, Supplemental Security Income (SSI), Federal Public Housing Assistance (FPHA), Veterans & Survivors Pension Benefit, Bureau of Indian Affairs, General Assistance, Tribally-Administered Temporary Assistance to Needy Families (TANF), Tribal Head Start, Food Distribution Program on Indian Reservations (FDPIR)","airtalk-wireless-community-support-williamson","otros-recursos","ayuda-legal|recursos-financieros","servicio|telefónico|lifeline|apoyo|para|niños|familias|sobrevivientes|beneficios|seguro|social","lifeline|phone|service|child|family|support|survivor|social|security|benefits","","online","unknown","Se aplican límites de ingreso del programa. Dirigido a veteranos, cuidadores o familias militares según el programa. Debe cumplir los límites de ingreso de Lifeline o participar en un programa federal elegible.","Program income limits apply. For Veterans, caregivers, or military families as defined by the program. Must meet Lifeline income limits or participate in an eligible federal assistance program.","","","Comuníquese directamente con la organización para confirmar el proceso de acceso.","Contact the organization directly to confirm how to access the service.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","","","","","https://airtalkwireless.com/","","","","","","","","","https://airtalkwireless.com/","","true","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Assurance Wireless","Servicio telefónico Lifeline","Lifeline phone service","Ofrece servicio telefónico mediante el beneficio federal Lifeline para personas que califican. Ofrece cuidado infantil, educación temprana o apoyo para niños y sus familias.","Provides phone service through the federal Lifeline benefit for eligible applicants. Provides child care, early education, or support for children and families.","Ofrece servicio telefónico mediante el beneficio federal Lifeline para personas que califican. Ofrece cuidado infantil, educación temprana o apoyo para niños y sus familias. Ofrece apoyo confidencial, planificación de seguridad y recursos para sobrevivientes de violencia o agresión sexual. Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare.","Enrollment is available to individuals who qualify based on federal or state-specific eligibility criteria. You may qualify if you or a member of your household participate in one of these assistance programs: Medicaid/Medi-Cal, Supplemental Nutrition Assistance Program (Food Stamps or SNAP)/CalFresh, Supplemental Security Income, Federal Public Housing Assistance, Bureau of Indian Affairs General Assistance, Tribally-Administered Temporary Assistance for Needy Families, Food Distribution Program on Indian Reservations, Tribal Head Start, Veterans and Survivors Pension Benefit You can also qualify based on household income.","assurance-wireless-community-support-williamson","otros-recursos","ayuda-legal|recursos-financieros","servicio|telefónico|lifeline|apoyo|para|niños|familias|sobrevivientes|beneficios|seguro|social","lifeline|phone|service|child|family|support|survivor|social|security|benefits","","online","unknown","Dirigido a veteranos, cuidadores o familias militares según el programa. Debe cumplir los límites de ingreso de Lifeline o participar en un programa federal elegible.","For Veterans, caregivers, or military families as defined by the program. Must meet Lifeline income limits or participate in an eligible federal assistance program.","","","Comuníquese directamente con la organización para confirmar el proceso de acceso.","Contact the organization directly to confirm how to access the service.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","","","","","https://www.assurancewireless.com/partner/bust","","","","","","","","","https://www.assurancewireless.com/partner/bust","","true","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Furrbaby food pantry","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias. Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda.","Provides food or groceries for individuals and families. Offers guidance or assistance related to rent, mortgage, or housing stability.","Ofrece alimentos o comestibles para personas y familias. Ofrece orientación o asistencia relacionada con renta, hipoteca o estabilidad de vivienda. Ofrece alimentos y, según disponibilidad, suministros para mascotas.","There are no residency requirements - serves anyone who can make it to their pantry. For pet food, clients are required to submit a request online at Furrbabyfoodpantry.org the day before pickup. With individuals that do not have reliable access to a phone, computer, or email- they work directly with service providers or make accommodations on a case-by-case basis. A staff member can reach out on a client's behalf to can help coordinate food and supplies. Often have free essential supplies available, including leashes, collars, bowls, blankets, toys, treats, harnesses, and other donated pet items, depending on current inventory.","furrbaby-food-pantry-community-support-williamson","comida","vivienda|otros-recursos","despensa|alimentos|asistencia|vivienda|para|mascotas","food|pantry|housing|assistance","","in_person|phone|online","free","No hay requisito de residencia; debe poder acudir a la despensa.","No residency requirement; the client must be able to reach the pantry.","","","Envíe la solicitud en línea el día anterior a recoger los alimentos para mascotas. Si no tiene acceso confiable a tecnología, pida a un proveedor de servicios que coordine una adaptación.","Submit the online request the day before pet-food pickup. If reliable technology is unavailable, ask a service provider to coordinate an accommodation.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","626-536-0979","","","furrbabyfoodpantry@gmail.com","https://www.furrbabyfoodpantry.org/","1603 Northwest Blvd. Georgetown, TX 78628","","","TX","78628","","","","https://www.furrbabyfoodpantry.org/","","","","Piloto de Bluebonnet Project HOPE. Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
