"organization_name","title_es","title_en","summary_es","summary_en","description_es","description_en","slug","primary_category","additional_categories","keywords_es","keywords_en","languages","service_methods","cost_type","eligibility_es","eligibility_en","required_documents_es","required_documents_en","application_steps_es","application_steps_en","hours_es","hours_en","accessibility_notes_es","accessibility_notes_en","service_area_es","service_area_en","phone","sms_phone","whatsapp_phone","email","website_url","address_line_1","address_line_2","city","state","postal_code","county","latitude","longitude","source_url","is_featured","is_emergency","last_verified_at","verification_notes"
"VA Mental Health Residential Program","VA Mental Health Residential Program","VA Mental Health Residential Program","Recurso de apoyo comunitario disponible para la comunidad.","A community support resource available to the community.","Ofrece servicios relacionados con apoyo comunitario. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","Programs are general in nature and treat a variety of mental health, substance use, and psychosocial issues with programs lasting from 30-60 days.
*Waco has all of the programming for female identifying Veternas.","va-mental-health-residential-program-community-support-williamson","otros-recursos","","recursos comunitarios, apoyo","community resources, support","","phone, online","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","(254) 778-4811","","","","https://www.va.gov/central-texas-health-care/programs/mental-health-residential-programming/","","","","","","","","","https://www.va.gov/central-texas-health-care/programs/mental-health-residential-programming/","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Cedar Park VA Clinic","Cedar Park VA Clinic","Cedar Park VA Clinic","Recurso de apoyo comunitario disponible para la comunidad.","A community support resource available to the community.","Ofrece servicios relacionados con apoyo comunitario. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","offers primary care and specialty health services, including mental health services, X-rays, laboratory services, nutrition counseling, women’s health services, and more.","cedar-park-va-clinic-community-support-williamson","otros-recursos","","recursos comunitarios, apoyo","community resources, support","","in_person, phone","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson","Williamson County","(800) 423-2111","","","","","1401 Medical Parkway Ste 400 Bldg C Cedar Park, TX 78613","","","TX","78613","Williamson","","","","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Beneficiary Travel Assistance","Beneficiary Travel Assistance","Beneficiary Travel Assistance","Recurso de apoyo comunitario disponible para la comunidad.","A community support resource available to the community.","Ofrece servicios relacionados con apoyo comunitario. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","Eligible Veterans and caregivers can submit travel reimbursement claims for travel to and from approved healthcare appointments. These claims can include mileage and other travel expenses. Eligibility: Must be traveling for care at a VA health facility or for VA-approved care at a non-VA health facility in your community AND 1 of the following: You have a VA disability rating of 30% or higher, or
You’re traveling for treatment of a service-connected condition, even if your VA disability rating is less than 30%, or
You receive a VA pension, or
You have an income that’s below the maximum annual VA pension rate, or
You can’t afford to pay for your travel, as defined by our guidelines, or
You’re traveling for 1 of these reasons: A scheduled VA claim exam (also called a compensation and pension, or C&P, exam), to get a service dog, or for VA-approved transplant care
*Also an option for caregivers (check their eligibility online)","beneficiary-travel-assistance-community-support-williamson","otros-recursos","","recursos comunitarios, apoyo","community resources, support","","phone, online","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","(855) 574-7292","","","","https://www.va.gov/health-care/file-travel-pay-reimbursement/","","","","","","","","","https://www.va.gov/health-care/file-travel-pay-reimbursement/","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Childcare Subsidy Hotline","Childcare Subsidy Hotline","Childcare Subsidy Hotline","Recurso de apoyo comunitario disponible para la comunidad.","A community support resource available to the community.","Ofrece servicios relacionados con apoyo comunitario. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","Childcare Aware of America is a federally funded agency that will provide assistance with childcare for military families through the Military Fee Assistance Program. Respite care for eligible families available.","childcare-subsidy-hotline-community-support-williamson","otros-recursos","","recursos comunitarios, apoyo","community resources, support","","phone, online","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Travis County","(800) 424-2246","","","","http://www.childcareaware.org/","","","","","","","","","http://www.childcareaware.org/","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"National Domestic Violence Hotline","National Domestic Violence Hotline","National Domestic Violence Hotline","Recurso de apoyo legal y de seguridad disponible para la comunidad.","A legal and safety support resource available to the community.","Ofrece servicios relacionados con apoyo legal y de seguridad. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","Website offers additional resources for safety planning, DV and immigration, obstacles to leaving, how to document abuse. Live chat available.","national-domestic-violence-hotline-legal-and-safety-support-williamson","ayuda-legal","","ayuda legal, seguridad","legal help, safety","","phone, online","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","1 (800) 799-7233","","","","https://www.thehotline.org/","","","","","","","","","https://www.thehotline.org/","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Texas Council on Family Violence","Texas Council on Family Violence","Texas Council on Family Violence","Recurso de apoyo legal y de seguridad disponible para la comunidad.","A legal and safety support resource available to the community.","Ofrece servicios relacionados con apoyo legal y de seguridad. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","Webiste offers resources on support for seeking safety and support for causing harm. Personalized safety plans available.","texas-council-on-family-violence-legal-and-safety-support-williamson","ayuda-legal","","ayuda legal, seguridad","legal help, safety","","online","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","","","","","https://tcfv.org/","","","","","","","","","https://tcfv.org/","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Rape, Abuse & Incest National Network (RAINN)","Rape, Abuse & Incest National Network (RAINN)","Rape, Abuse & Incest National Network (RAINN)","Recurso de apoyo legal y de seguridad disponible para la comunidad.","A legal and safety support resource available to the community.","Ofrece servicios relacionados con apoyo legal y de seguridad. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","24/7 support in ENGLISH and SPANISH","rape-abuse-and-incest-national-network-rainn-legal-and-safety-support-williamson","ayuda-legal","","ayuda legal, seguridad","legal help, safety","","phone, online","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","(800) 656-4673","","","","https://www.rainn.org/","","","","","","","","","https://www.rainn.org/","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Texas Association Against Sexual Assault","Texas Association Against Sexual Assault","Texas Association Against Sexual Assault","Recurso de apoyo legal y de seguridad disponible para la comunidad.","A legal and safety support resource available to the community.","Ofrece servicios relacionados con apoyo legal y de seguridad. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","Crisis center locator provided in website. Materials available for download: survivor guides and brochures (English and Spanish)","texas-association-against-sexual-assault-legal-and-safety-support-williamson","ayuda-legal","","ayuda legal, seguridad","legal help, safety","","phone, online","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","(512) 474-7190","","","","https://www.taasa.org/","","","","","","","","","https://www.taasa.org/","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"National Sexual Assault Legal Hotline","National Sexual Assault Legal Hotline","National Sexual Assault Legal Hotline","Recurso de apoyo legal y de seguridad disponible para la comunidad.","A legal and safety support resource available to the community.","Ofrece servicios relacionados con apoyo legal y de seguridad. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","Provides services related to legal and safety support. Contact the organization to confirm eligibility and availability.","national-sexual-assault-legal-hotline-legal-and-safety-support-williamson","ayuda-legal","","ayuda legal, seguridad","legal help, safety","","phone","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","(567) 742-8837","","","","","","","","","","","","","","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Texas Workforce Solutions","Texas Workforce Solutions","Texas Workforce Solutions","Recurso de educación y empleo disponible para la comunidad.","A education and employment resource available to the community.","Ofrece servicios relacionados con educación y empleo. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","Free services and programs to assist with job search. Access to computer and telephones.","texas-workforce-solutions-education-and-employment-williamson","educacion","","educación, empleo","education, employment","","phone, online","free","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Lee; Condado de Burnet","Williamson County; Bastrop County; Caldwell County; Fayette County; Lee County; Burnet County","1 (844) 344-2780","","","","https://wfscapitalarea.com/","","","","","","","","","https://wfscapitalarea.com/","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Experience Works: Work Force Solutions","Experience Works: Work Force Solutions","Experience Works: Work Force Solutions","Recurso de educación y empleo disponible para la comunidad.","A education and employment resource available to the community.","Ofrece servicios relacionados con educación y empleo. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","Experience works helps people 55 and older earn income. Age, income, eligibility and residency
requirements apply. AARP Senior Community Service Employment Program (SCSEP) provides
eligible participants with on the job experience to develop, or learn new skills through paid
training assignments at partnering not-for-profit and public agencies. They also provide paid “specialized
training” (ST).","experience-works-work-force-solutions-education-and-employment-williamson","educacion","","educación, empleo","education, employment","","in_person, phone","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson","Williamson County","(254) 200-2003","","","","","300 Cheyenne Drive Killeen, TX 76542","","","TX","76542","Williamson","","","","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"GoodWill Industries of CT : Round Rock Job Center","GoodWill Industries of CT : Round Rock Job Center","GoodWill Industries of CT : Round Rock Job Center","Recurso de educación y empleo disponible para la comunidad.","A education and employment resource available to the community.","Ofrece servicios relacionados con educación y empleo. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","Goodwill’s Workforce Advancement program offers assistance through various programs for
persons seeking entry into the workforce who have a disadvantaging condition, such as limited
access to employment, education, housing or health care. Intake hours: Monday, Tuesday, Thursday               9-11:30am, 1-3pm
Wednesday, Friday by appointment only","goodwill-industries-of-ct-round-rock-job-center-education-and-employment-williamson","educacion","","educación, empleo","education, employment","","in_person","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson","Williamson County","","","","","","150 West Palm Valley Blvd. Round Rock, TX 78664","","","TX","78664","Williamson","","","","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"GoodWill Industries of CT : Georgetown Job Center","GoodWill Industries of CT : Georgetown Job Center","GoodWill Industries of CT : Georgetown Job Center","Recurso de educación y empleo disponible para la comunidad.","A education and employment resource available to the community.","Ofrece servicios relacionados con educación y empleo. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","Intake hours: Monday 11-1pm, Wednesday                         1-3:30pm, Thursday 1-4pm
Tuesday and Friday by appointment only","goodwill-industries-of-ct-georgetown-job-center-education-and-employment-williamson","educacion","","educación, empleo","education, employment","","in_person, phone","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson","Williamson County","(512) 591-7808","","","","","805 W. University Ave., Suite 127 Georgetown, TX 78626","","","TX","78626","Williamson","","","","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Lone Star Circle of Care","Lone Star Circle of Care","Lone Star Circle of Care","Recurso de salud y apoyo personal disponible para la comunidad.","A health and personal support resource available to the community.","Ofrece servicios relacionados con salud y apoyo personal. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","behavioral health, convenient care (minor illnesses, skin  conditions, wellness, vaccinations), dental, endocrinology, family medicine, pediatrics, ObGyn, mobile mammography, pharmacy, vision, senior care, women's health services, virtual visits","lone-star-circle-of-care-health-and-personal-support-williamson","salud","","salud, atención, apoyo","health, care, support","","phone, online","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Travis","Williamson County; Bastrop County; Travis County","1 (877) 800-5722","","","","https://lonestarcares.org/","","","","","","","","","https://lonestarcares.org/","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Discount Prescription Hotline","Discount Prescription Hotline","Discount Prescription Hotline","Recurso de salud y apoyo personal disponible para la comunidad.","A health and personal support resource available to the community.","Ofrece servicios relacionados con salud y apoyo personal. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","The RX Outreach national program help families can save between 20% and 40% on their prescription medication. No exam needed. Medication shipped to the home.","discount-prescription-hotline-health-and-personal-support-williamson","salud","","salud, atención, apoyo","health, care, support","","phone","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","(800) 291-1206","","","","","","","","","","","","","","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"APICON Home Health","APICON Home Health","APICON Home Health","Recurso de salud y apoyo personal disponible para la comunidad.","A health and personal support resource available to the community.","Ofrece servicios relacionados con salud y apoyo personal. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","At home nursing care, physical therapy, home health aide, wound care services, medical social services","apicon-home-health-health-and-personal-support-williamson","salud","","salud, atención, apoyo","health, care, support","","in_person, phone","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Travis","Williamson County; Travis County","(512) 249-0899","","","","","Office: 1850 Round Rock Ave. Round Rock, TX 78681","","","TX","78681","","","","https://bluebonnetmhmr.sharepoint.com/:w:/s/HomelessPrevention-WilliamsonCounty/IQDgCHa89OPnQJUv8dytejreASlo03BYpaGdCV4_UY6Guec?e=7HfEh9","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"WilCo Care","WilCo Care","WilCo Care","Recurso de salud y apoyo personal disponible para la comunidad.","A health and personal support resource available to the community.","Ofrece servicios relacionados con salud y apoyo personal. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","WilCo Care is designed to provide medical and prescription drug services for eligible, low-income Williamson County residents who don’t qualify for other state or federal health care programs.","wilco-care-health-and-personal-support-williamson","salud","","salud, atención, apoyo","health, care, support","","in_person, phone","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson","Williamson County","(512) 248-3252","","","","","355 Texas Ave. Round Rock, TX 78664","","","TX","78664","Williamson","","","https://bluebonnetmhmr.sharepoint.com/:b:/s/HomelessPrevention-WilliamsonCounty/IQBBZjaL1rtBRIfEjtPAkZ9zAVztu_9KNjXL6zGlWzr6-wk?e=BCJidl","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Bluebonnet Trails (OSAR) Outreach, Screening, Assessment, and Referral","Bluebonnet Trails (OSAR) Outreach, Screening, Assessment, and Referral","Bluebonnet Trails (OSAR) Outreach, Screening, Assessment, and Referral","Recurso de salud y apoyo personal disponible para la comunidad.","A health and personal support resource available to the community.","Ofrece servicios relacionados con salud y apoyo personal. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","Licensed staff provides assessments and referrals to those who are actively seeking substance use services and/or support. OSAR Team conducts verbal screenings to gather information pertaining to severity of use and how use has impacted day to day functioning or mental health, in order to provide appropriate referrals to recovery resources.
OSAR counselors are available for additional support and case management until the individual successfully enters into their referred treatment service. For uninsured or underinsured individuals, the OSAR team can determine if you are approved for full or partial financial assistance towards your referred treatment services.
Once the needs of an individual have been identified for best outcomes of their recovery, the referred services may include intensive outpatient services, residential substance use services or additional community supports.","bluebonnet-trails-osar-outreach-screening-assessment-and-referral-health-and-personal-supp","salud","","salud, atención, apoyo","health, care, support","","phone","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson","Williamson County","(844) 309-6385","","","","","","","","","","Williamson","","","","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Oxford Homes","Oxford Homes","Oxford Homes","Recurso de apoyo comunitario disponible para la comunidad.","A community support resource available to the community.","Ofrece servicios relacionados con apoyo comunitario. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","Sober living homes available in various locations. See website to search preferred area/availability. Most allow immediate move-in upon approval and provide grace period to find a job.","oxford-homes-community-support-williamson","otros-recursos","","recursos comunitarios, apoyo","community resources, support","","online","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","","","","","https://www.oxfordvacancies.com/?state=&county=&gender=&q=&openOnly=true&openOnly=false&sort=&dir=","","","","","","","","","https://www.oxfordvacancies.com/?state=&county=&gender=&q=&openOnly=true&openOnly=false&sort=&dir=","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Capital Area Rutal Transportation Systems (CARTS)","Capital Area Rutal Transportation Systems (CARTS)","Capital Area Rutal Transportation Systems (CARTS)","Recurso de transporte disponible para la comunidad.","A transportation resource available to the community.","Ofrece servicios relacionados con transporte. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","A reservationist will call you back within 24hrs to give you the status of your ride request.  If you are needing to book your ride sooner than that please contact via phone. Reservation Center Hours are Mon-Fri 7am-4:30pm.

Ride reservation is not made until a CARTS Reservationist gives you a call back to confirm the reservation. If you need to schedule a next-day ride you must schedule the ride by calling.","capital-area-rutal-transportation-systems-carts-transportation-williamson","transporte","","transporte","transportation","","phone, online","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Lee County; Burnet County; Travis County","(512) 478-7433","","","","https://www.ridecarts.com/","","","","","","","","","https://www.ridecarts.com/","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"The Kind Clinic","The Kind Clinic","The Kind Clinic","Recurso de apoyo comunitario disponible para la comunidad.","A community support resource available to the community.","Ofrece servicios relacionados con apoyo comunitario. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","HIV care, intersex care, gender-affirming care, access to medication to prevent HIV. Virtual services available. Walk-in STI testing and treatment.","the-kind-clinic-community-support-williamson","otros-recursos","","recursos comunitarios, apoyo","community resources, support","","in_person, phone, online","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","(833) 937-5463","","","","https://kindclinic.org/","Operates clinics in 4 locations (Austin South, Austin Koenig, San Antonio, dallas)","","","TX","","","","","https://kindclinic.org/","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Community Action for Central Texas - Adult Education","Community Action for Central Texas - Adult Education","Community Action for Central Texas - Adult Education","Recurso de educación y empleo disponible para la comunidad.","A education and employment resource available to the community.","Ofrece servicios relacionados con educación y empleo. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","The Adult Education Program offers courses tailored for adults to develop foundational educational skills, improve workplace literacy, enhance digital literacy, facilitate English language acquisition, and achieve a High School Equivalency (GED) diploma. These classes are designed to support learners in attaining essential competencies for personal development, employment, and ongoing educational opportunities.
Our free, in-person and online classes include:
High School Equivalency (GED preparation) in English and Spanish, English for Speakers of Other Languages (ESL), Career Training, Digital Literacy, Distance Education, College Preparation, English for Internationally Trained Professionals","community-action-for-central-texas-adult-education-education-and-employment-san-marcos","educacion","","educación, empleo","education, employment","","in_person, phone, online","free","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Lee County; Burnet County; Travis County","(737) 331-0372","","","adulted@communityaction.com","https://www.communityaction.com/adulteducation","215 S. Reimer Ste 130","","San Marcos","TX","78666","","","","https://www.communityaction.com/adulteducation","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
"Airtalk Wireless","Airtalk Wireless","Airtalk Wireless","Recurso de apoyo comunitario disponible para la comunidad.","A community support resource available to the community.","Ofrece servicios relacionados con apoyo comunitario. Comuníquese directamente para confirmar elegibilidad, disponibilidad y proceso de acceso.","A consumer can qualify for the Lifeline benefit if their income is 135% or less than the federal poverty guidelines, has no income, or if they participate in:
SNAP/Food Stamps, Medicaid, Supplemental Security Income (SSI), Federal Public Housing Assistance (FPHA), Veterans & Survivors Pension Benefit, Bureau of Indian Affairs, General Assistance, Tribally-Administered Temporary Assistance to Needy Families (TANF), Tribal Head Start, Food Distribution Program on Indian Reservations (FDPIR)","airtalk-wireless-community-support-williamson","otros-recursos","","recursos comunitarios, apoyo","community resources, support","","online","unknown","","","","","Comuníquese directamente con la organización para confirmar elegibilidad, disponibilidad y próximos pasos.","Contact the organization directly to confirm eligibility, availability, and next steps.","","","","","Condado de Williamson; Condado de Bastrop; Condado de Caldwell; Condado de Fayette; Condado de Gonzales; Condado de Guadalupe; Condado de Lee; Condado de Burnet; Condado de Travis","Williamson County; Bastrop County; Caldwell County; Fayette County; Gonzales County; Guadalupe County; Lee County; Burnet County; Travis County","","","","","https://airtalkwireless.com/","","","","","","","","","https://airtalkwireless.com/","","","","Registro consolidado a partir de “Resources Spreadsheet.xlsx”; requiere revisión administrativa antes de publicar."
