"lookup_id","resource_id","slug","status","organization_name","title_en","original_address","query_street","query_city","query_state","query_zip","provider","lookup_date","census_status","match_type","matched_address","latitude","longitude","classification","reasons"
"135","560915b3-0a0d-4b8b-aae8-7822575c9f38","engage-travis-county-travis-county-health-and-human-services","draft","Travis County Health and Human Services","engAGE Travis County","5325 Airport Blvd, 2do piso, Austin, TX, 78753","5325 Airport Blvd, 2do piso","Austin","TX","78753","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","5325 AIRPORT BLVD, AUSTIN, TX, 78751","30.314267125881","-97.714884849125","needs_review","non_exact_match"
"136","7136ccfe-2ede-4de6-ad9a-fffbcb49040d","h-e-l-p-programa-de-prestamo-de-equipo-medico-age-of-central-texas-age-of-central-texas","published","AGE of Central Texas","Comprehensive support for older adults and caregivers","7640 Guadalupe St, Austin, TX, 78752","7640 Guadalupe St","Austin","TX","78752","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","7640 GUADALUPE ST, AUSTIN, TX, 78752","30.343359511282","-97.71165809166","exact",""
"137","24a2c0f9-7f26-40d2-b836-df8f9fcb99dd","ollie-s-medical-equipment-lending-closet-senior-access-drive-a-senior-drive-a-senior-central-texas-antes-senior-access","published","Drive a Senior Central Texas (antes ""Senior Access"")","Drive a Senior – Transportation & Support for Older Adults","2601 Exposition Boulevard, Austin, TX, 78703","2601 Exposition Boulevard","Austin","TX","78703","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"138","b0219ae4-33d0-4864-b248-b6d26826b3ae","closet-de-equipo-cpath-cerebral-palsy-awareness-transition-hope-cpath-cerebral-palsy-awareness-transition-hope","published","Cerebral Palsy Awareness Transition Hope (CPATH Texas)","CPATH Adaptive & Mobility Equipment Closet","5555 N. Lamar, Building J Suite 125, Building J Suite 125, Austin, TX, 78751","5555 N. Lamar, Building J Suite 125","Austin","TX","78751","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","5555 N LAMAR BLVD, AUSTIN, TX, 78751","30.323802057897","-97.727628130341","needs_review","non_exact_match"
"139","f17774b3-626f-4eab-9077-95d46cea0711","city-of-austin-vital-statistics-city-of-austin-vital-statistics","draft","City of Austin Vital Statistics","Certified birth and death certificates","7201 Levander Loop, Building C, Building C, Austin, TX, 78702","7201 Levander Loop, Building C","Austin","TX","78702","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"140","ff866166-7d9e-4d6e-ac4d-7386004157d5","manos-de-cristo-salud-dental-necesidades-basicas-y-educacion-manos-de-cristo-inc","published","Manos de Cristo, Inc.","Manos de Cristo – Dental Care, Basic Needs & Education","4911 Harmon Avenue, Austin, TX, 78751","4911 Harmon Avenue","Austin","TX","78751","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","4911 HARMON AVE, AUSTIN, TX, 78751","30.308857837465","-97.712893068473","exact",""
"141","ab202566-f7ac-44cc-a7a7-9537b078b51b","despensa-de-emergencia-del-condado-de-bastrop-bastrop-county-emergency-food-pantry","draft","Bastrop County Emergency Food Pantry","Emergency food assistance","1201 Pine Street, Bastrop, TX, 78602","1201 Pine Street","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1201 PINE ST, BASTROP, TX, 78602","30.109482504456","-97.313731255959","exact",""
"142","fa8108e4-57c3-4c89-b74f-7192cd4d9783","cocina-de-sopa-open-door-open-door-soup-kitchen","draft","Open Door Soup Kitchen","Free community breakfast and lunch","987 N State Highway 95, Bastrop, TX, 78602","987 N State Highway 95","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Tie","","","0","0","needs_review","multiple_geocoder_candidates"
"143","e094e039-07de-436e-8942-3abbe5becd34","despensa-de-la-iglesia-primera-bautista-bastrop-primera-baptist-church","draft","Primera Baptist Church","Food pantry and clothing closet — Bastrop","306 Paul C Bell St, Bastrop, TX, 78602","306 Paul C Bell St","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","306 PAUL C BELL ST, BASTROP, TX, 78602","30.103180459117","-97.317429229407","exact",""
"144","f307f0ea-7f7a-4737-a487-e9c3c5cd2f41","despensa-comunitaria-community-cupboard-elgin-community-cupboard","draft","Community Cupboard","Elgin community food pantry","303 Ave C, Elgin, TX, 78621","303 Ave C","Elgin","TX","78621","U.S. Census Bureau Geocoder","2026-09-03","Tie","","","0","0","needs_review","multiple_geocoder_candidates"
"145","c4e54dbb-6cae-42b4-8ce4-c5138271bfed","despensa-de-la-iglesia-catolica-sagrado-corazon-elgin-sacred-heart-catholic-church","draft","Sacred Heart Catholic Church","Food, rent, and utility assistance — Elgin","302 West 11th Street, Elgin, TX, 78621","302 West 11th Street","Elgin","TX","78621","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","302 W 11TH ST, ELGIN, TX, 78621","30.352158038491","-97.379364625869","exact",""
"146","3c5faf40-fa41-450b-894c-299c71202980","despensa-de-la-primera-iglesia-bautista-de-elgin-first-baptist-church-elgin","draft","First Baptist Church Elgin","Elgin food pantry","205 W. 2nd Street, Elgin, TX, 78621","205 W. 2nd Street","Elgin","TX","78621","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","205 W 2ND ST, ELGIN, TX, 78621","30.349053023549","-97.372228722835","exact",""
"147","03df7d5f-d3a9-4b7a-b646-a823f882ca6c","despensa-de-alimentos-de-smithville-smithville-food-pantry","draft","Smithville Food Pantry","Food pantry","301 Lee St. Smithville, TX 78957, Smithville, TX, 78957","301 Lee St. Smithville, TX 78957","Smithville","TX","78957","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","301 LEE ST, SMITHVILLE, TX, 78957","30.00421724728","-97.162544416886","needs_review","non_exact_match"
"148","faf2ea96-cef5-4920-9cfa-e9a9917d6588","despensa-comunidad-de-esperanza-friendship-bible-baptist-church-cedar-creek-friendship-bible-baptist-church-community-of-hope-inc","draft","Friendship Bible Baptist Church / Community of Hope Inc.","Community of Hope Food Pantry (Friendship Bible Baptist Church) — Cedar Creek","111 Pearce Lane, Cedar Creek, TX, 78612","111 Pearce Lane","Cedar Creek","TX","78612","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","111 PEARCE LN, CEDAR CREEK, TX, 78612","30.086444422563","-97.49997933017","exact",""
"149","ec30a4a3-60cf-4a17-bdbe-b2098131d48a","despensa-de-la-iglesia-metodista-unida-de-cedar-creek-cedar-creek-united-methodist-church","draft","Cedar Creek United Methodist Church","Cedar Creek food pantry","5630 FM 535, Cedar Creek, TX, 78612","5630 FM 535","Cedar Creek","TX","78612","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","5630 FM 535, CEDAR CREEK, TX, 78612","30.083886904657","-97.500852071141","exact",""
"150","5089e913-cd51-483c-b322-666165033d0f","despensa-movil-de-cedar-creek-central-texas-food-bank-central-texas-food-bank","draft","Central Texas Food Bank","Cedar Creek mobile pantry","125 Voss Pkwy, Cedar Creek, TX, 78612","125 Voss Pkwy","Cedar Creek","TX","78612","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","125 VOSS PKWY, CEDAR CREEK, TX, 78612","30.093349035508","-97.47852773545","exact",""
"151","1d5c0fd4-3e2a-4d75-a2a2-d2fcd2fffb61","despensa-movil-de-elgin-central-texas-food-bank-central-texas-food-bank","draft","Central Texas Food Bank","Elgin mobile pantry","1501 US-290, Elgin, TX, 78621","1501 US-290","Elgin","TX","78621","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1501 US HWY 290, ELGIN, TX, 78621","30.352226324199","-97.404131293349","exact",""
"152","c980a647-c289-49af-908b-1e2ff4cc59eb","golden-harvest-comidas-para-personas-mayores-meals-on-wheels-central-texas-food-bank-programa-golden-harvest","draft","Central Texas Food Bank (programa Golden Harvest)","Golden Harvest Senior Meals (Meals on Wheels)","Bastrop Community Senior Center, 1209 Linden St, Bastrop, TX, 78602","Bastrop Community Senior Center, 1209 Linden St","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","1209 LINDEN ST, BASTROP, TX, 78602","30.125201375678","-97.314461685988","needs_review","non_exact_match"
"153","d1fb9aff-e20f-4e22-88b1-1ac68d60670d","clinica-wic-de-bastrop-austin-public-health-administra-wic-para-el-area-de-bastrop","draft","Austin Public Health (administra WIC para el área de Bastrop)","WIC Bastrop Clinic","443 Texas Highway 71, Bastrop, TX, 78602","443 Texas Highway 71","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","443 STATE HWY 71 W, BASTROP, TX, 78602","30.110959370086","-97.353902183688","needs_review","non_exact_match"
"154","a9218b46-6595-453b-b319-a2cb3624d4af","autoridad-de-vivienda-de-bastrop-bastrop-housing-authority","draft","Bastrop Housing Authority","Public housing and Section 8 vouchers","502 Farm Street, Bastrop, TX, 78602","502 Farm Street","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","502 FARM ST, BASTROP, TX, 78602","30.112690260315","-97.32158564417","exact",""
"155","c5402ac3-c220-4995-937d-3b1673a613a9","autoridad-de-vivienda-de-elgin-elgin-housing-authority","draft","Elgin Housing Authority","Public housing and Section 8 vouchers","515 Old McDade Road, Elgin, TX, 78621","515 Old McDade Road","Elgin","TX","78621","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","515 OLD MCDADE RD, ELGIN, TX, 78621","30.346398841232","-97.364473342414","exact",""
"156","f76f85ba-51fe-426f-b57a-dffe1defe6bb","advocacy-outreach-elgin-advocacy-outreach","draft","Advocacy Outreach","Emergency housing, eviction prevention, and day shelter","200-A Depot Street, Elgin, TX, 78621","200-A Depot Street","Elgin","TX","78621","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","200 DEPOT ST, ELGIN, TX, 78621","30.34729592992","-97.371470653728","needs_review","non_exact_match"
"157","d9b16bbc-d6e2-48e6-a5ab-9e9d5ab3f5a0","combined-community-action-climatizacion-y-asistencia-de-utilities-ceap-combined-community-action-inc","draft","Combined Community Action, Inc.","Home weatherization and energy assistance","165 W Austin Street, Giddings, TX, 78942","165 W Austin Street","Giddings","TX","78942","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","165 W AUSTIN ST, GIDDINGS, TX, 78942","30.1830477827","-96.937983391088","exact",""
"158","64eaf9fd-99fb-4dfe-8ebc-639d80ebbfd4","equipo-de-recuperacion-a-largo-plazo-del-condado-de-bastrop-bastrop-county-long-term-recovery-team-bcltrt","draft","Bastrop County Long Term Recovery Team (BCLTRT)","Bastrop County Long Term Recovery Team","15 American Legion Drive, Bastrop, TX, 78602","15 American Legion Drive","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","15 AMERICAN LEGION DR, BASTROP, TX, 78602","30.107303488301","-97.295496774407","exact",""
"159","c3d4d644-e959-47e2-a470-e63cd383e280","centro-de-salud-comunitario-de-bastrop-community-health-centers-of-south-central-texas-chcsct","draft","Community Health Centers of South Central Texas (CHCSCT)","Bastrop Community Health Center","275 Jackson Street, Bastrop, TX, 78602","275 Jackson Street","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","275 JACKSON ST, BASTROP, TX, 78602","30.102406136824","-97.307379588104","exact",""
"160","6bf9b42e-a820-46ab-9868-e6b4aaeba1e5","centro-de-salud-familiar-de-elgin-community-health-centers-of-south-central-texas-chcsct","draft","Community Health Centers of South Central Texas (CHCSCT)","Family Health Center at Elgin","711 W 10th St., Elgin, TX, 78621","711 W 10th St.","Elgin","TX","78621","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","711 W 10TH ST, ELGIN, TX, 78621","30.34787521348","-97.380360662554","exact",""
"161","6253cf05-e248-48ee-a471-1bb5a6861985","lone-star-circle-of-care-en-bastrop-lone-star-circle-of-care-lscc","draft","Lone Star Circle of Care (LSCC)","Lone Star Circle of Care at Bastrop","605 Old Austin Hwy, Bastrop, TX, 78602","605 Old Austin Hwy","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","605 OLD AUSTIN HWY, BASTROP, TX, 78602","30.111053621098","-97.337329024503","exact",""
"162","3523d021-4843-43b1-9af2-70b583c9183c","clinica-ob-gyn-de-communitycare-en-bastrop-communitycare-health-centers","draft","CommUnityCare Health Centers","CommUnityCare OB/GYN Clinic: Bastrop","301 Hwy 71 W, Suite 111, Bastrop, TX, 78602","301 Hwy 71 W","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","301 HWY 71 W, BASTROP, TX, 78602","30.106899299046","-97.334728258613","exact",""
"163","9409990b-0eb4-4a63-9cba-995ca29708de","departamento-de-salud-publica-del-condado-de-bastrop-bastrop-county-government","draft","Bastrop County Government","Bastrop County Public Health Department","104 Loop 150, Grady Tuck Building, Bastrop, TX, 78602","104 Loop 150","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","104 LOOP 150, BASTROP, TX, 78602","30.105370308357","-97.329141331888","exact",""
"164","a43b6184-e8d0-4794-bebe-82bd37dd0fa2","bluebonnet-trails-community-services-bastrop-bluebonnet-trails-community-services","draft","Bluebonnet Trails Community Services","Behavioral health, disability, and crisis support — Bastrop","275 Jackson St., Bastrop, TX, 78602","275 Jackson St.","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","275 JACKSON ST, BASTROP, TX, 78602","30.102406136824","-97.307379588104","exact",""
"165","e9611291-d315-49fc-843b-0103baba142d","clinica-comunitaria-de-smithville-smithville-community-clinic-organizacion-sin-fines-de-lucro-independiente","draft","Smithville Community Clinic (organización sin fines de lucro independiente)","Smithville Community Clinic","808 SE Martin Luther King Drive, Smithville, TX, 78957","808 SE Martin Luther King Drive","Smithville","TX","78957","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"166","2c2224ee-ec1e-47d2-9311-adcb6192a511","programa-de-atencion-medica-para-indigentes-del-condado-de-bastrop-bastrop-county-government","published","Bastrop County Indigent Health Care","Health Care Assistance for Low-Income Residents","104 Loop 150 W, Bastrop, TX, 78602","104 Loop 150 W","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","104 LOOP 150, BASTROP, TX, 78602","30.105370308357","-97.329141331888","needs_review","non_exact_match"
"167","e94bbd4a-e8ca-406f-a834-6b08f913bd15","autobus-rural-carts-country-bus-condado-de-bastrop-capital-area-rural-transportation-system-carts","draft","Capital Area Rural Transportation System (CARTS)","CARTS Country Bus — Bastrop County","Estación Bastrop: 310 Hospital Dr, Bastrop, TX, 78602","Estación Bastrop: 310 Hospital Dr","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","310 HOSPITAL DR, BASTROP, TX, 78602","30.107033063842","-97.329788196522","needs_review","non_exact_match"
"168","3a9d1256-af01-4769-bb61-8cf9b7d3e945","educacion-para-adultos-de-community-action-inc-bastrop-community-action-inc-of-central-texas","draft","Community Action, Inc. of Central Texas","Community Action Inc. Adult Education (Bastrop)","1602 Hill Street, Bastrop, TX, 78602","1602 Hill Street","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1602 HILL ST, BASTROP, TX, 78602","30.117003996884","-97.315174099078","exact",""
"169","03c59176-049c-4c8b-b88e-2183737b12bb","head-start-early-head-start-hearts-of-texas-cen-tex-family-services-inc","draft","Cen-Tex Family Services, Inc.","Hearts of Texas Head Start","2402 Main St, Bastrop, TX, 78602","2402 Main St","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","2402 MAIN ST, BASTROP, TX, 78602","30.128424657845","-97.32045723826","exact",""
"170","9843a2f6-f872-4047-99ed-1abfafa60f61","centro-de-recursos-familiares-de-bisd-ged-esl-nocturno-bastrop-independent-school-district-bisd","draft","Bastrop Independent School District (BISD)","BISD Family Resource & Health Center (Evening GED/ESL)","1602 Hill Street, Bastrop, TX, 78602","1602 Hill Street","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1602 HILL ST, BASTROP, TX, 78602","30.117003996884","-97.315174099078","exact",""
"171","fd2760f6-81c5-4dd7-8729-ebd0de85a85b","servicios-de-enlace-mckinney-vento-de-bisd-bastrop-independent-school-district-bisd","draft","Bastrop Independent School District (BISD)","BISD McKinney-Vento Homeless Liaison Services","1602 Hill Street, Bastrop, TX, 78602","1602 Hill Street","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1602 HILL ST, BASTROP, TX, 78602","30.117003996884","-97.315174099078","exact",""
"172","4e3b8aac-bd20-4b21-a6b2-38f5752b273b","biblioteca-publica-de-bastrop-city-of-bastrop","draft","City of Bastrop","Bastrop Public Library","1100 Church Street, Bastrop, TX, 78602","1100 Church Street","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1100 CHURCH ST, BASTROP, TX, 78602","30.112137160125","-97.321322913838","exact",""
"173","74cee507-34e1-4d84-b6ef-35ad50f35bb3","biblioteca-publica-de-smithville-city-of-smithville","draft","City of Smithville","Smithville Public Library","507 Main St, Smithville, TX, 78957","507 Main St","Smithville","TX","78957","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","507 MAIN ST, SMITHVILLE, TX, 78957","30.010283503298","-97.158641966876","exact",""
"174","818ec584-39cb-4f83-b5f2-5a5f4a0bf502","biblioteca-publica-de-elgin-city-of-elgin","draft","City of Elgin","Elgin Public Library","404 N. Main Street, Elgin, TX, 78621","404 N. Main Street","Elgin","TX","78621","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","404 N MAIN ST, ELGIN, TX, 78621","30.350535606091","-97.371673529343","exact",""
"175","b46e9732-0eb7-48e0-89d7-ee8979869c2b","campus-de-austin-community-college-en-elgin-austin-community-college-district-acc","draft","Austin Community College District (ACC)","Austin Community College — Elgin Campus","1501 W. US Highway 290, Elgin, TX, 78621","1501 W. US Highway 290","Elgin","TX","78621","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","1501 US HWY 290, ELGIN, TX, 78621","30.352226324199","-97.404131293349","needs_review","non_exact_match"
"176","96f1bed9-7531-411e-99b6-f15a7e030f85","programa-de-asistencia-de-renta-utilities-despensa-de-emergencia-del-condado-de-bastrop-bastrop-county-emergency-food-pantry","draft","Bastrop County Emergency Food Pantry","Emergency rent and utility assistance","1201 Pine St, Bastrop, TX, 78602","1201 Pine St","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1201 PINE ST, BASTROP, TX, 78602","30.109482504456","-97.313731255959","exact",""
"177","8476d6ef-9633-47b5-83d4-c89dc775b030","oficina-de-beneficios-de-hhsc-bastrop-texas-health-and-human-services-commission-hhsc","draft","Texas Health and Human Services Commission (HHSC)","Texas HHSC Benefits Office — Bastrop","3809 Loop 150 E, Bastrop, TX, 78602","3809 Loop 150 E","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"178","5bc08239-2d68-424b-9b6c-0b28f1b16c54","oficina-de-beneficios-de-hhsc-elgin-texas-health-and-human-services-commission-hhsc","draft","Texas Health and Human Services Commission (HHSC)","Texas HHSC Benefits Office — Elgin","218 S Main St, Elgin, TX, 78621","218 S Main St","Elgin","TX","78621","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","218 S MAIN ST, ELGIN, TX, 78621","30.345815269193","-97.369745497442","exact",""
"179","ffc5a197-bdbc-49f6-a8b0-e2fc6d20e3f2","workforce-solutions-rural-capital-area-oficina-de-bastrop-workforce-solutions-rural-capital-area","draft","Workforce Solutions Rural Capital Area","Employment and job training — Bastrop office","53 Loop 150 West, Bastrop, TX, 78602","53 Loop 150 West","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","53 LOOP 150, BASTROP, TX, 78602","30.10552848448","-97.328932709373","needs_review","non_exact_match"
"180","7e3edaac-9562-4dc5-b884-d09b5b907cd7","ayuda-legal-riogrande-de-texas-trla-texas-riogrande-legal-aid-inc","draft","Texas RioGrande Legal Aid, Inc.","Texas RioGrande Legal Aid (TRLA)","4920 North I-35, Austin, TX, 78751","4920 North I-35","Austin","TX","78751","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"181","dc30539b-1f5e-4176-ae79-2d9aa4d53b74","autoayuda-legal-juez-de-paz-precinto-1-condado-de-bastrop-bastrop-county-government","draft","Bastrop County Government","Bastrop County Justice of the Peace Pct. 1 Self-Help","804 Pecan Street, Bastrop, TX, 78602","804 Pecan Street","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","804 PECAN ST, BASTROP, TX, 78602","30.108534978889","-97.317556188746","exact",""
"182","d3706107-6b76-406a-8ebf-20fb3c8f2332","oficina-de-servicios-para-veteranos-del-condado-de-bastrop-bastrop-county-government","draft","Bastrop County Government","Bastrop County Veteran Services Office","104 Loop 150, Bastrop, TX, 78602","104 Loop 150","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","104 LOOP 150, BASTROP, TX, 78602","30.105370308357","-97.329141331888","exact",""
"183","4557e75b-5cef-4723-99d9-6b262d4c5e3c","actividades-para-adultos-mayores-de-elgin-ciudad-de-elgin-parques-y-recreacion","draft","Ciudad de Elgin, Parques y Recreación","Elgin Senior Activities","361 N. Hwy 95, Elgin, TX","361 N. Hwy 95","Elgin","TX","","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","361 STATE HWY 95 N, ELGIN, TX, 78621","30.353066514934","-97.384902056655","needs_review","non_exact_match"
"184","ce3088ec-323f-4d85-90d5-d5736318d5c7","damas-de-la-caridad-de-bastrop-iglesia-ascension-ladies-of-charity-of-bastrop-ascension-catholic-church","draft","Ladies of Charity of Bastrop / Ascension Catholic Church","Utility bill assistance","804 Pine Street, Bastrop, TX, 78602","804 Pine Street","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","804 PINE ST, BASTROP, TX, 78602","30.109516913468","-97.318615324832","exact",""
"185","407e8035-bc4d-4b93-a206-d5f028acd038","tienda-born-again-emporium-born-again-emporium-esfuerzo-conjunto-de-8-iglesias-de-smithville","draft","Born Again Emporium","Thrift Store & Community Support","1642 NE Loop 230, Smithville, TX, 78957","1642 NE Loop 230","Smithville","TX","78957","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1642 NE LOOP 230, SMITHVILLE, TX, 78957","29.99942615626","-97.138522010531","exact",""
"186","2a3cb8bc-969e-4e58-aef3-e09ae04792f0","bastrop-county-cares-bastrop-county-cares","draft","Bastrop County Cares","Health & Community Support Navigation","806 Water St., Bastrop, TX, 78602","806 Water St.","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","806 WATER ST, BASTROP, TX, 78602","30.108545678993","-97.318787214765","exact",""
"187","1ca04324-ee01-49f7-88a0-f7a473eedba6","circle-of-hope-community-center-circle-of-hope-community-center","draft","Circle of Hope Community Center","Food Pantry & Family Support","2900 West Pecan Street, Pflugerville, TX, 78660","2900 West Pecan Street","Pflugerville","TX","78660","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","2900 W PECAN ST, PFLUGERVILLE, TX, 78660","30.449882849435","-97.658127379196","exact",""
"188","79c126f2-d23e-41f0-8191-fe66e7cb3919","centro-comunitario-del-condado-de-travis-pflugerville-travis-county-health-and-human-services","published","Travis County Health and Human Services","Travis County Community Center — Pflugerville","15822 Foothill Farms Loop, Pflugerville, TX, 78660","15822 Foothill Farms Loop","Pflugerville","TX","78660","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","15822 FOOTHILL FARMS LOOP, PFLUGERVILLE, TX, 78660","30.44776622102","-97.652194443577","exact",""
"189","744a034c-13a9-4e65-bb4c-aaaab73576d2","pflugerville-health-center-communitycare-communitycare-health-centers","published","CommUnityCare Health Centers","Medical, Dental & Mental Health Care for Families","2700 W. Pecan St., Suite #450, Pflugerville, TX, 78660","2700 W. Pecan St.","Pflugerville","TX","78660","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"190","ad27eff6-8e16-4be4-be97-0e88058b8bd2","distrito-escolar-de-pflugerville-trabajo-social-y-asistencia-alimentaria-pflugerville-independent-school-district","published","Pflugerville Independent School District (PfISD) – Social Work","Family Connection to Community Resources","1401 W. Pecan St., Pflugerville, TX, 78660","1401 W. Pecan St.","Pflugerville","TX","78660","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","1401 PECAN ST W, PFLUGERVILLE, TX, 78660","30.446685430783","-97.635386739301","needs_review","non_exact_match"
"191","248e6c14-214d-430b-bb84-6201ef75c1a2","biblioteca-publica-de-pflugerville-recursos-de-empleo-city-of-pflugerville-pflugerville-community-development-corporation","published","Pflugerville Public Library","Job Search Assistance","1008 W. Pfluger St., Pflugerville, TX, 78660","1008 W. Pfluger St.","Pflugerville","TX","78660","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1008 W PFLUGER ST, PFLUGERVILLE, TX, 78660","30.441656788504","-97.628823188033","exact",""
"192","4075ac63-2b76-4020-8dfe-ea07a761d25d","pflugerville-parks-recreation-programas-para-adultos-mayores-city-of-pflugerville","published","Pflugerville Parks & Recreation —  City of Pflugerville","Senior Programs","400 Immanuel Road, Pflugerville, TX, 78660","400 Immanuel Road","Pflugerville","TX","78660","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"193","73b799fb-891b-4ed6-9218-3e4509ab8b1f","centro-comunitario-del-condado-de-travis-manor-travis-county-health-and-human-services","published","Travis County Health and Human Services","Travis County Community Center — Manor","600 W Carrie Manor St, Manor, TX, 78653","600 W Carrie Manor St","Manor","TX","78653","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","600 CARRIE MANOR ST W, MANOR, TX, 78653","30.340617482298","-97.564043035678","needs_review","non_exact_match"
"194","12a4ba93-0bd7-4476-9e57-f59b35c75af9","centro-comunitario-del-condado-de-travis-del-valle-travis-county-health-and-human-services","published","Travis County Health and Human Services","Travis County Community Center — Del Valle","3518 FM 973, Del Valle, TX, 78617","3518 FM 973","Del Valle","TX","78617","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","3518 FM 973 S, DEL VALLE, TX, 78617","30.198785094942","-97.641766424749","needs_review","non_exact_match"
"195","48337b98-9b16-46f6-8513-37dafae976af","del-valle-health-wellness-center-communitycare-central-health-communitycare-health-centers","published","CommUnityCare Health Centers","Comprehensive Health Care for Families in Del Valle","7050 Elroy Rd., Del Valle, TX, 78617","7050 Elroy Rd.","Del Valle","TX","78617","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","7050 ELROY RD, DEL VALLE, TX, 78617","30.157779837875","-97.642229123497","exact",""
"196","bd430b02-3cb1-4861-9966-59e1b20535ce","manor-mustang-health-center-people-s-community-clinic-integral-care-people-s-community-clinic-integral-care","published","People's Community Clinic / Integral Care","Medical & Mental Health Care for Manor ISD Students","10323 US Hwy 290 E, Bldg 35 (detrás de Manor New Tech), Manor, TX, 78653","10323 US Hwy 290 E","Manor","TX","78653","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","10323 US HWY 290, MANOR, TX, 78653","30.345813113987","-97.571835057075","needs_review","non_exact_match"
