id,slug,organization_name,title_es,title_en,status,completed_fields,total_fields,completion_percent,missing_count,missing_fields
"f28939b6-8201-4657-a509-f1909198b3ff","austin-public-health-east-austin-neighborhood-center","Austin Public Health","Centro Vecinal del Este de Austin","East Austin Neighborhood Center","published","28","41","68","13","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"3c82de24-1c8f-4d9b-bbde-7673dc6791da","austin-public-health-montopolis-community-center","Austin Public Health","Centro Comunitario Montopolis","Montopolis Community Center","published","28","41","68","13","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"691fd97c-bb22-4042-b761-c2aca3acd74b","austin-vineyard-church-travis","Austin Vineyard Church","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"e2d51c94-d6f5-4449-a409-6b3dede0de48","avalon-memory-care-health-and-personal-support-williamson","Avalon Memory Care","Vivienda asistida y cuidado de memoria","Assisted living and memory care","draft","28","41","68","13","additional_categories|languages|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"c096060e-485e-4653-a873-f232cec30351","bannockburn-baptist-church-travis","Bannockburn Baptist Church","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"1a27a3fe-76fa-4f3f-b284-1e2c86693ffc","bastrop-emergency-food-pantry-and-support-center-inc-bastrop","Bastrop Emergency Food Pantry and Support Center Inc.","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"84bc6c87-6a0e-4e45-8677-6c6aa9c9242b","bluebonnet-trails-mental-health","Bluebonnet Trails Community Services","Servicios de salud mental y crisis","Mental health and crisis services","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"3a3dee6f-267d-4d95-a19b-142eaa7ca697","caldwell-county-chrstian-ministries-food-pantry-caldwell","Caldwell County Chrstian Ministries Food Pantry","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|website_url|address_line_2|city"
"45e8d5bb-a069-4f88-b3d6-742051a947c4","carts-country-bus-capital-area-rural-transportation-system-carts","Capital Area Rural Transportation System (CARTS)","Transporte Público para Comunidades Rurales de Central Texas","Public Transportation for Rural Central Texas Communities","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|application_steps_es|application_steps_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"fa9db92e-994e-4a15-9890-b9bfbe6c51f7","capmetro-pickup-manor-dessau-lago-vista-capital-metropolitan-transportation-authority-capmetro","Capital Metro – CapMetro Pickup","Transporte a Pedido de Bajo Costo en tu Comunidad","Low-Cost On-Demand Transportation in Your Community","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|application_steps_es|application_steps_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"12d81268-a41b-4db9-9111-a3dcbdcd20d7","capmetro-ruta-271-del-valle-feeder-capital-metropolitan-transportation-authority-capmetro","Capital Metropolitan Transportation Authority (CapMetro) – Route 271 Del Valle","Autobús de Del Valle hacia Austin y Conexiones de CapMetro","Del Valle Bus Service & CapMetro Connections","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|application_steps_es|application_steps_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"4fa07766-4db1-4f71-b049-5357ed2440c7","catholic-charities-of-central-texas-housing-and-financial-assistance-travis","Catholic Charities of Central Texas","Asistencia con servicios públicos","Utility assistance","archived","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"116f188e-79cc-441b-9656-3430072ded13","central-presbyterian-church-central-presbyterian-church","Central Presbyterian Church","Central Mission – Alimentos y Necesidades Básicashttps://cpcaustin.org/","Central Mission – Food & Basic Needs Support","archived","28","41","68","13","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|application_steps_es|application_steps_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"71ef5708-40b2-46e5-b632-07f876b68844","central-texas-food-bank-food-distribution","Central Texas Food Bank","Distribución de alimentos","Food distribution","published","28","41","68","13","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"95209f5c-1c62-4c7f-9bed-7231390ae61b","central-texas-food-bank-travis","Central Texas Food Bank","Despensa de alimentos","Food pantry","archived","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"4aca8d3c-240c-4408-b9fc-16d2c7bf2ac7","child-inc-child-care-for-families-with-low-incomes","Child Inc.","Cuidado infantil para familias con bajos ingresos","Child care for families with low incomes","published","28","41","68","13","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"2959206d-a3f5-470f-a529-cd0f9d89114c","circle-of-hope-community-center-drive-thru-pantry-travis","Circle of Hope Community Center Drive Thru Pantry","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|website_url|address_line_2|city"
"9e6e2426-ca9f-49cf-974d-36834eccde34","city-of-austin-cold-weather-shelter","City of Austin","Refugio para Clima Frío","Cold Weather Shelter","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|application_steps_es|application_steps_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_2|verification_notes"
"eb50ec57-9f9f-413b-a695-5d9d14744273","link-cedar-park","City of Cedar Park","LiNK Cedar Park","LiNK Cedar Park","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|postal_code"
"e21f9875-faf3-4e58-98ac-e1f8c331a6e9","pfetch-a-ride-ciudad-de-pflugerville-uber-city-of-pflugerville","City of Pflugerville – Pfetch a Ride","Viajes Subsidiados en Uber para Residentes de Pflugerville","Discounted Uber Rides for Pflugerville Residents","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|application_steps_es|application_steps_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"10825944-0e36-452d-94a3-148363d1ee10","round-rock-rides","City of Round Rock","Round Rock Rides","Round Rock Rides","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|postal_code"
"dcd3632a-965f-440b-9d58-94e4c6c3b028","combined-community-action-inc-lee","Combined Community Action, Inc","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"d7ce7df6-a443-4deb-88b6-e2f3097dac72","community-action-for-central-texas-adult-education-education-and-employment-san-marcos","Community Action for Central Texas - Adult Education","Educación para adultos","Adult education","draft","28","41","68","13","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_2|county"
"8eb10033-f64b-4a84-b34e-e22263f05fb9","deliverance-temple-worship-center-austin","Deliverance Temple Worship Center","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_2"
"dacb869f-6655-423e-9b34-97f41b9d1d81","delivering-hope-resource-center-caldwell","Delivering Hope Resource Center","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|website_url|address_line_2|city"
"7a381e10-25c6-442b-a53a-6e7838946815","dolores-catholic-church-food-pantry","Dolores Catholic Church","Despensa de alimentos","Food Pantry","published","28","41","68","13","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"f2839ead-ac8c-4fc8-a137-5294ba153283","drive-a-senior-transporte-para-adultos-mayores-del-centro-de-texas-drive-a-senior-antes-chariot","Drive a Senior (antes ""Chariot"")","Drive a Senior — Transporte para Adultos Mayores del Centro de Texas","Drive a Senior — Central Texas Senior Transportation","draft","28","41","68","13","additional_categories|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"640c90ee-1db6-40f5-9523-3a873742e909","drive-a-senior-central-texas-drive-a-senior-central-texas","Drive a Senior Central Texas","Transporte y apoyo en el hogar para adultos mayores","Transportation and in-home support for older adults","draft","28","41","68","13","additional_categories|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"5843548a-2505-4246-8cd0-20856e7794ac","el-buen-samaritano-community-support-services","El Buen Samaritano","Servicios de apoyo comunitario","Community support services","archived","28","41","68","13","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"8c649e92-d0c9-48b6-bbbd-020dfc153811","centro-de-crisis-familiar-refugio-del-condado-de-bastrop-family-crisis-center-inc","Family Crisis Center, Inc.","Centro de Crisis Familiar (Refugio del Condado de Bastrop)","Family Crisis Center (Bastrop County Women's Shelter)","draft","28","41","68","13","additional_categories|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"696483d8-03b6-48dd-a27b-f4c05dbfd35b","fbc-pflugerville-pflugerville","FBC Pflugerville","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_2"
"49d1815a-dee0-4139-8a59-f802ee35766e","furr-baby-food-pantry-food-for-pets-williamson","Furr Baby Food Pantry (FOOD FOR PETS)","Despensa de alimentos","Food pantry","archived","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_2|city|county"
"298c7ffb-5919-463f-b700-3e02e2766ed9","furrbaby-food-pantry-community-support-williamson","Furrbaby food pantry","Alimentos y suministros para mascotas","Pet food and supplies","draft","28","41","68","13","additional_categories|languages|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_2|city|county"
"68822793-b0a7-4c07-a7a9-8bbaa398b0e8","grace-baptist-church-of-red-rock-red-rock","Grace Baptist Church of Red Rock","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_2"
"2a64877e-9afb-49fb-8f78-45b0830983da","greater-mt-zion-church-food-pantry-travis","Greater Mt. Zion Church Food Pantry","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"e30fd355-274e-4f5f-9a73-427037fca0e3","halcyon-home-health-and-personal-support-austin","Halcyon Home","Asistencia de emergencia con renta y servicios","Emergency rent and utility assistance","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_2"
"694e5f8c-3024-43b7-a0d7-0690f5209dce","helping-center-of-marble-falls-marble-falls","Helping Center of Marble Falls","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_2"
"986bbf8f-0c0a-4b57-a0d1-ab8d9fb7fe9f","kind-dental-care-kind-dental-care","Kind Dental Care","Kind Dental Care","Kind Dental Care","published","28","41","68","13","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"0f372b08-5709-4171-a1b9-812ad3f9c428","lake-travis-crisis-ministries-lakeway","Lake Travis Crisis Ministries","Despensa de alimentos","Food pantry","archived","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_2"
"965b2004-2de8-49f4-a0d3-d0f6a0ccb3ac","lincoln-goldfinch-law-immigration-legal-services","Lincoln-Goldfinch Law","Servicios legales de inmigración","Immigration legal services","published","28","41","68","13","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"e8dbc5bb-9bba-4913-9c18-aeea7afd55a1","lirios-para-mental-health-bilingual-counseling-services","Lirios Para Mental Health","Servicios bilingües de consejería","Bilingual counseling services","published","28","41","68","13","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"84e753f7-023c-4527-9a6b-1e8e6871f1dc","lone-star-circle-of-care-at-jonestown-lone-star-circle-of-care","Lone Star Circle of Care","Atención Médica, Dental y de Salud Mental a Bajo Costo","Affordable Medical, Dental & Mental Health Care","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|application_steps_es|application_steps_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"7ae4b2a1-43b3-49ef-8c4a-f639bb574817","terapia-bilingue-para-ansiedad-trauma-y-bienestar-emocional-manana-counseling-pllc","Mañana Counseling, PLLC","Terapia Bilingüe para Ansiedad, Trauma y Bienestar Emocional","Bilingual Therapy for Anxiety, Trauma, and Emotional Wellness","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|application_steps_es|application_steps_en|hours_es|hours_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code"
"1592590b-5cd6-47c3-931b-fae1ab5710bc","manor-isd-project-hope-mckinney-vento-manor-independent-school-district","Manor Independent School District (Manor ISD)","Proyecto Hope (McKinney-Vento)","Project Hope (McKinney-Vento)","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code"
"ba5d44d4-f7e4-42a3-96b6-dd8f90a35baa","medicare-parte-b-cobertura-de-equipo-medico-duradero-dme-medicare-centers-for-medicare-medicaid-services","Medicare / Centers for Medicare & Medicaid Services (CMS)","Medicare: Cobertura de Equipo Médico Duradero (DME)","Medicare: Durable Medical Equipment (DME) Coverage","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|application_steps_es|application_steps_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"c95962a4-2670-4382-809b-433c69bd0c27","mueller-affordable-homes-mueller-affordable-homes","Mueller Affordable Homes","Casas Asquesibles de Mueller","Mueller Affordable Homes","published","28","41","68","13","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"e463ca6b-f0a8-465a-8852-3116fb039d43","op-veteran-op-veteran","OP Veteran","Conexión Comunitaria y Bienestar para Veteranos","Veteran Community Connection and Wellness","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|application_steps_es|application_steps_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"5f5f2227-d772-4fbb-82fd-e81b283f3750","operation-liberty-hill","Operation Liberty Hill","Operation Liberty Hill","Operation Liberty Hill","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|postal_code"
"0e96ff9d-9e8b-49e8-845a-e9952c5e138b","people-s-community-clinic-women-s-health-center","People's Community Clinic","Centro de Salud para Mujeres","Women’s Health Center","published","28","41","68","13","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"b21aa55f-d57b-4a7f-95b6-1cfd4834591b","primera-baptist-church-food-pantry-bastrop","Primera Baptist Church Food Pantry","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"176b6494-8402-4492-bd25-1033f709e17f","rebuilding-together-austin-rtasa-rebuilding-together-austin","Rebuilding Together Austin San Antonio (RTASA)","Reparaciones Gratuitas para Viviendas Seguras y Accesibles","Free Home Repairs & Accessibility Modifications","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|application_steps_es|application_steps_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"8d89c061-069c-43d0-9f71-7a46d95b48ac","rosanky-baptist-church-food-pantry-rosanky","Rosanky Baptist Church Food Pantry","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_2"
"e90e730b-2572-403f-99e0-1a4d2a146474","round-rock-housing-authority-programs","Round Rock Housing Authority","Vivienda pública y asistencia de renta","Public housing and rental assistance","published","28","41","68","13","description_es|description_en|additional_categories|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"eb610c93-7f0b-4626-ae7d-eba5fdedec90","samaritan-health-ministries-leander","Samaritan Health Ministries","Atención médica para adultos sin seguro","Health care for uninsured adults","published","28","41","68","13","description_es|description_en|additional_categories|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"fe10362e-aa6b-4179-8fd0-d8cc7de7dbcb","seguin-christian-cupboard-guadalupe","Seguin Christian Cupboard","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"3019aef0-f55f-4501-bab8-f04de67819e4","service-league-of-greater-lakeway-service-league-of-greater-lakeway","Service League of Greater Lakeway","Equipo Médico Gratuito y Ayudas de Movilidad","Free Medical Equipment & Mobility Aids","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|application_steps_es|application_steps_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"5a1e0009-8ae0-494d-b678-637549688b64","shepherd-s-heart-food-pantry-and-community-ministries-williamson","Shepherd's Heart Food Pantry and Community Ministries","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"af195d84-6d3f-4d0e-b23e-628f9fd5c21f","smithville-food-pantry-bastrop","Smithville Food Pantry","Despensa de alimentos","Food pantry","archived","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"2e78983e-6aaf-4a57-999e-74d4d9306c15","smithville-food-pantry-bastrop-2","Smithville Food Pantry","Despensa de alimentos","Food pantry","archived","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"c61cce1e-249c-476b-b865-15db97834851","society-of-st-vincent-de-paul-svdp-pharmacy-program","Society of St. Vincent de Paul","Programa de Farmacia SVdP","SVdP Pharmacy Program","published","28","41","68","13","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"5b58628a-fea9-46ee-a8c4-42b880aef872","st-austin-catholic-parish-newman-hall-housing-and-financial-assistance-travis","St. Austin Catholic Parish, Newman Hall","Asistencia con servicios públicos","Utility assistance","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"58c843c7-5767-418e-93f4-7ad1207674d2","st-vincent-de-paul-round-rock","St. Vincent De Paul","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_2"
"ce5651d2-ee8b-4a6c-9611-9481118421d0","taylor-housing-authority","Taylor Housing Authority","Taylor Housing Authority","Taylor Housing Authority","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_2|postal_code"
"c97a69b2-70cd-4492-a4f3-91fbb176f4cc","servicios-de-proteccion-para-adultos-de-texas-aps-linea-estatal-texas-department-of-family-and-protective-services-dfps","Texas Department of Family and Protective Services (DFPS)","Servicios de Protección para Adultos de Texas (APS) — Línea Estatal","Texas Adult Protective Services (APS) — Statewide Intake","draft","28","41","68","13","additional_categories|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"b53bac7b-daaf-4336-b67b-a19c290e87ec","linea-legal-directa-para-texanos-texas-legal-services-center-texas-legal-services-center","Texas Legal Services Center","Línea Legal Directa para Texanos (Texas Legal Services Center)","Legal Hotline for Texans (Texas Legal Services Center)","draft","28","41","68","13","additional_categories|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"6141e26b-0c32-422f-959b-919a609d6b0a","texas-riogrande-legal-aid-williamson-county","Texas RioGrande Legal Aid","Asistencia legal civil gratuita","Free civil legal assistance","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"cf420eae-5eb6-4315-a972-980ff4f43f65","trla-lassa-asistencia-legal-para-sobrevivientes-de-agresion-sexual-texas-riogrande-legal-aid","Texas RioGrande Legal Aid (TRLA) – Legal Aid for Survivors of Sexual Assault (LASSA)","Asistencia Legal Gratuita para Sobrevivientes de Agresión Sexual","Free Legal Assistance for Survivors of Sexual Assault","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|application_steps_es|application_steps_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"8e16d961-90a8-41be-a3bd-a2ed810780c7","the-bread-basket-ministry-of-first-baptist-church-caldwell","The Bread Basket Ministry of First Baptist Church","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|website_url|address_line_2|city"
"1ec82626-f03c-49c6-bc85-7b7eb7007eba","the-caring-place-community-assistance","The Caring Place","Alimentos y asistencia por crisis","Food and crisis assistance","archived","28","41","68","13","description_es|description_en|additional_categories|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2"
"e08c38bb-68d1-4e33-a13d-5caa34490dc2","the-caring-place-williamson","The Caring Place","Despensa de alimentos","Food pantry","archived","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"ad347649-b2e8-49c7-a878-ee5b77361fd6","the-salvation-army-williamson","The Salvation Army","Despensa de alimentos","Food pantry","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_2|city"
"956ba064-4bd6-4892-94f4-52fd0a329055","salvation-army-unidad-de-servicio-del-condado-de-bastrop-the-salvation-army-texas-division","The Salvation Army – Texas Division","Salvation Army — Unidad de Servicio del Condado de Bastrop","The Salvation Army — Bastrop County TX Service Unit","draft","28","41","68","13","additional_categories|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"0c902098-64b3-4727-80f1-f1c92c9f7f75","us-citizenship-and-immigration-services-uscis","U.S. Department of Homeland Security – U.S. Citizenship and Immigration Services","Servicios de Ciudadanía e Inmigración de Estados Unidos (USCIS)","U.S. Citizenship and Immigration Services (USCIS)	","published","28","41","68","13","additional_categories|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"6dca176a-b43a-442e-9b74-020200601d1c","uplift-at-university-presbyterian-church-housing-and-financial-assistance-travis","UpLift at University Presbyterian Church","Asistencia con renta y servicios públicos","Rent and utility assistance","draft","28","41","68","13","additional_categories|languages|eligibility_es|eligibility_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_2|city|source_url"
